imd_rainfall_mm,imd_rainfall_mm_log1p,rain_intensity_class,cloudburst_flag,landslide_risk
1.7042454481124878,0.9948229262921177,0,0,0
1.7042454481124878,0.9948229262921177,0,0,0
1.7042454481124878,0.9948229262921177,0,0,0
1.7042454481124878,0.9948229262921177,0,0,0
1.7042454481124878,0.9948229262921177,0,0,0
1.7042454481124878,0.9948229262921177,0,0,0
1.7042454481124878,0.9948229262921177,0,0,0
1.7042454481124878,0.9948229262921177,0,0,0
1.7042454481124878,0.9948229262921177,0,0,0
1.7042454481124878,0.9948229262921177,0,0,0
1.7042454481124878,0.9948229262921177,0,0,0
